policy,lambda,replica,seed,duration,warmup,mu0,mu1,mu2,X,E_R,E_TQ,E_N,U0,U1,U2,n_arrived,n_after_warmup,n_completed,drop_prob
round_robin,0.6,10,1010,5000.0,500.0,1.0,1.0,1.0,0.586,1.0495746338857026,0.058237463037985965,0.614843291283531,0.19385208783719454,0.18934116514392144,0.1975099433037023,2959,2638,2638,0.0
round_robin,1.2,1,1001,5000.0,500.0,1.0,1.0,1.0,1.1562222222222223,1.2544460685528058,0.25401614290010666,1.4502102622102755,0.3853696239200589,0.3742048234939297,0.3969931536037638,5768,5202,5202,0.0
round_robin,1.2,2,1002,5000.0,500.0,1.0,1.0,1.0,1.1662222222222223,1.2563066270629364,0.26537101058202855,1.465060642834,0.3900580859258462,0.38141559644748313,0.38410539078634065,5854,5248,5248,0.0
round_robin,1.2,3,1003,5000.0,500.0,1.0,1.0,1.0,1.195111111111111,1.2702298982322269,0.2745455522639586,1.518041148214201,0.4024222394779809,0.3972396952019181,0.39032778364023246,5961,5377,5377,0.0
round_robin,1.2,4,1004,5000.0,500.0,1.0,1.0,1.0,1.185111111111111,1.2941995363985994,0.29830118537616984,1.5332369401270798,0.388233090466116,0.3987898015581296,0.3928210984956058,5886,5331,5331,0.0
round_robin,1.2,5,1005,5000.0,500.0,1.0,1.0,1.0,1.2024444444444444,1.255844563483047,0.26793878520026326,1.5098956433984867,0.3993272890532673,0.39413789518411924,0.3941894134935854,6040,5412,5412,0.0
round_robin,1.2,6,1006,5000.0,500.0,1.0,1.0,1.0,1.208,1.280233615690285,0.2858885634631975,1.5466070490598087,0.3952705698949192,0.4093199397089414,0.3965996240005247,6044,5437,5437,0.0
round_robin,1.2,7,1007,5000.0,500.0,1.0,1.0,1.0,1.221111111111111,1.2358044300419648,0.2509229085771924,1.5090306519989833,0.40906127554281146,0.40672357340706417,0.3868410513531809,6126,5495,5495,0.0
round_robin,1.2,8,1008,5000.0,500.0,1.0,1.0,1.0,1.2182222222222223,1.3286151382645484,0.3047323572082551,1.6181497070757025,0.41607458299345595,0.4138740255348457,0.41690165086454,6066,5483,5483,0.0
round_robin,1.2,9,1009,5000.0,500.0,1.0,1.0,1.0,1.1742222222222223,1.32709938904566,0.3156065232935531,1.5585817132181778,0.40751360179949625,0.3935374631233116,0.3868683203828278,5872,5285,5285,0.0
round_robin,1.2,10,1010,5000.0,500.0,1.0,1.0,1.0,1.1897777777777778,1.265224621952444,0.27200669558621043,1.505447418221923,0.3891738675681144,0.38706644202886126,0.40545869494500625,5985,5356,5356,0.0
round_robin,1.8,1,1001,5000.0,500.0,1.0,1.0,1.0,1.746,1.7711576313348518,0.7737313319876944,3.0913769237450706,0.5855028424098564,0.5697945065601974,0.5859762631077068,8725,7858,7858,0.0
round_robin,1.8,2,1002,5000.0,500.0,1.0,1.0,1.0,1.7666666666666666,1.7015708325242749,0.713462597948283,3.0062392387496364,0.5797493326310268,0.5860911908497793,0.5799144854433774,8830,7952,7952,0.0
round_robin,1.8,3,1003,5000.0,500.0,1.0,1.0,1.0,1.8104444444444445,1.807565303416899,0.8070066432933709,3.272503876156351,0.6077328195936333,0.6131269331102073,0.5908783410868338,9046,8143,8143,0.0
round_robin,1.8,4,1004,5000.0,500.0,1.0,1.0,1.0,1.773111111111111,1.7787337566686223,0.7831761673735649,3.153090216249553,0.5976982401896198,0.5904039980906288,0.5762936646677622,8817,7979,7979,0.0
round_robin,1.8,5,1005,5000.0,500.0,1.0,1.0,1.0,1.7977777777777777,1.7750426349144597,0.7898507471797157,3.1932150980534355,0.5885184753978028,0.5951715837339026,0.5883240005797521,9032,8088,8088,0.0
round_robin,1.8,6,1006,5000.0,500.0,1.0,1.0,1.0,1.800888888888889,1.7766090954315759,0.7841313691855434,3.199234624867402,0.5964580826064344,0.5994570783655654,0.5913135670724314,9014,8105,8105,0.0
round_robin,1.8,7,1007,5000.0,500.0,1.0,1.0,1.0,1.8204444444444445,1.7349804381687108,0.7363910491068488,3.1585790580865956,0.6097268614032587,0.6015750545533318,0.6062375043741965,9129,8196,8196,0.0
round_robin,1.8,8,1008,5000.0,500.0,1.0,1.0,1.0,1.826,1.898249979334663,0.8800423331983732,3.467311613426332,0.6223722021736996,0.6138192524831743,0.624052907524816,9131,8220,8220,0.0
round_robin,1.8,9,1009,5000.0,500.0,1.0,1.0,1.0,1.781111111111111,1.8571080271032598,0.8531203084049747,3.3067472987931947,0.6076465213142288,0.5952370510970465,0.5850097006797482,8888,8010,8010,0.0
round_robin,1.8,10,1010,5000.0,500.0,1.0,1.0,1.0,1.7824444444444445,1.8105612407268885,0.8108241455202092,3.226498662166831,0.5940611653788637,0.5775492205556181,0.609362833356138,8934,8021,8021,0.0
round_robin,2.4,1,1001,5000.0,500.0,1.0,1.0,1.0,2.355777777777778,3.1601866018985105,2.160401655479942,7.443877060324875,0.7847493574567798,0.7719322595636108,0.7988372744959855,11766,10605,10605,0.0
round_robin,2.4,2,1002,5000.0,500.0,1.0,1.0,1.0,2.374222222222222,2.9753060204986093,1.9856557518862439,7.062027098593638,0.7858644035540288,0.7835479111127311,0.7794029239212537,11852,10687,10687,0.0
round_robin,2.4,3,1003,5000.0,500.0,1.0,1.0,1.0,2.413777777777778,3.6763276727936476,2.6767297440195477,8.875384978922824,0.8038387186883986,0.8205213777319939,0.788951494424868,12073,10863,10863,0.0
round_robin,2.4,4,1004,5000.0,500.0,1.0,1.0,1.0,2.3802222222222222,3.3950584930394605,2.400164144857108,8.077095243811891,0.7927831007261081,0.7924817896786693,0.7819572020843828,11836,10708,10708,0.0
round_robin,2.4,5,1005,5000.0,500.0,1.0,1.0,1.0,2.3886666666666665,3.3378704402004287,2.3464655688511566,7.98247990264324,0.7909555135523285,0.7892477813694462,0.789991947322622,11985,10739,10739,0.0
round_robin,2.4,6,1006,5000.0,500.0,1.0,1.0,1.0,2.4146666666666667,3.4746710989845413,2.474457723623278,8.387627986063881,0.8080253050901478,0.8059411312083908,0.8006874720821194,12060,10860,10860,0.0
round_robin,2.4,7,1007,5000.0,500.0,1.0,1.0,1.0,2.4264444444444444,3.2791265716896993,2.2816464618024597,7.955526725114739,0.8179872736435166,0.7970443800117868,0.8051252961942611,12145,10930,10930,0.0
round_robin,2.4,8,1008,5000.0,500.0,1.0,1.0,1.0,2.4284444444444446,4.065422885311505,3.0431756188089274,9.871117127883496,0.8262867741569043,0.8311619126031753,0.8256865576675438,12137,10918,10918,0.0
round_robin,2.4,9,1009,5000.0,500.0,1.0,1.0,1.0,2.3695555555555554,3.4390156984845635,2.4445416536772804,8.15112662837068,0.7979156937655246,0.782812397202421,0.7769177591790483,11801,10667,10667,0.0
round_robin,2.4,10,1010,5000.0,500.0,1.0,1.0,1.0,2.3935555555555554,3.330328263544109,2.333310855700299,7.973964486926901,0.7958714108455228,0.7802582540611763,0.8108184417289562,11970,10776,10776,0.0
round_robin,2.7,1,1001,5000.0,500.0,1.0,1.0,1.0,2.656888888888889,5.522645495584201,4.522181334958489,14.676265707634942,0.8795268281866746,0.8745841461542954,0.9046135898925347,13271,11970,11970,0.0
round_robin,2.7,2,1002,5000.0,500.0,1.0,1.0,1.0,2.680888888888889,5.419484325617225,4.429910908141763,14.534103991879299,0.8819697688959565,0.8934380437534434,0.8776371711582946,13387,12065,12065,0.0
round_robin,2.7,3,1003,5000.0,500.0,1.0,1.0,1.0,2.7084444444444444,7.885949627175754,6.886039546320255,21.361874527112015,0.8940478467261781,0.9219834222655988,0.8921238812097377,13535,12190,12190,0.0
round_robin,2.7,4,1004,5000.0,500.0,1.0,1.0,1.0,2.6657777777777776,6.6418490594299024,5.643490941753884,17.70471291508203,0.8805611192500096,0.8951659469006285,0.8858544350222336,13280,12010,12010,0.0
round_robin,2.7,5,1005,5000.0,500.0,1.0,1.0,1.0,2.6857777777777776,5.713011242613828,4.71895739434482,15.335149968308365,0.88574551319152,0.8931230282072633,0.8903194467004578,13487,12103,12103,0.0
round_robin,2.7,6,1006,5000.0,500.0,1.0,1.0,1.0,2.716666666666667,6.5157549110816335,5.514281104784114,17.70327696141245,0.9172542119147317,0.9086158369685058,0.8965839483024852,13579,12234,12234,0.0
round_robin,2.7,7,1007,5000.0,500.0,1.0,1.0,1.0,2.7288888888888887,6.222670741165314,5.227255030553158,16.981881940213636,0.916715458605734,0.8990341911701616,0.9004489142451124,13640,12282,12282,0.0
